Monster	Type	AC	HD	Save	Campaign Setting	Source	Pg. #	Edition	Legal Status	OGL Source
Armor Boar					Generic	Polyhedron #67	14	AD&D2		
Armored Predatory Fish					Generic	Dragon #176	85	AD&D2		
Arrogance					Generic	Dragon #12	10	D&D?		
Arsalon					Generic	Dragon #260	31	AD&D2		
Arsinotherium					Generic	Dragon #137	43	AD&D1		
Aruchai					Generic	Dragon #47	14	AD&D1		
Asabis					Forgotten Realms	Villains' Lorebook	60	AD&D2		
Asanbosam					Generic	Best of Dragon, Vol. II	60	D&D?		
Asanbosam					Generic	Dragon #25	42	D&D?		
Ascallion, Adult Female (Mother)					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Ascallion, Adult Male (Shadow)					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Ascallion, Young (Biter)					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Ascomoid					Generic	Dragon #68	4	AD&D1		
Ascomoid					Generic	Monster Manual II	10	AD&D1		
Ash Crawler					Mystara	Mystara Monstrous Compendium Appendix 	10	AD&D2		
Asha					Generic	Dragon #12	8	D&D?		
Ashaba Amphisbaena, Immature					Forgotten Realms	Elminster's Ecologies [The Settled Lands]	17	AD&D2		
Ashaba Amphisbaena, Mature					Forgotten Realms	Elminster's Ecologies [The Settled Lands]	17	AD&D2		
Ashiera					Generic	Dragon #244	30	AD&D2		
Ashira					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Askhalite					Lankhmar	Tales of Lankhmar (LNR2)	62	AD&D2		
Asperi					Forgotten Realms	Monstrous Compendium Volume Three: Forgotten Realms Appendix		AD&D2		
Asperii					Forgotten Realms	Monstrous Compendium Annual Volume Four	8	AD&D2		
Asperii, Noble					Forgotten Realms	Monstrous Compendium Annual Volume Four	8	AD&D2		
Asperim					Generic	Dragon #42	8	AD&D1		
Aspis, Cow					Generic	Monster Manual II	10	AD&D1		
Aspis, Cow					Greyhawk	Slave Pits of the Undercity (A1)	19	AD&D1		
Aspis, Cow					Greyhawk	Monstrous Compendium Greyhawk Appendix		AD&D2		
Aspis, Drone					Generic	Monster Manual II	10	AD&D1		
Aspis, Drone					Greyhawk	Slave Pits of the Undercity (A1)	19	AD&D1		
Aspis, Drone					Greyhawk	Monstrous Compendium Greyhawk Appendix		AD&D2		
Aspis, Larva					Generic	Monster Manual II	10	AD&D1		
Aspis, Larva					Greyhawk	Slave Pits of the Undercity (A1)	19	AD&D1		
Aspis, Larva					Greyhawk	Monstrous Compendium Greyhawk Appendix		AD&D2		
Asrai					Generic	Dragon #191	97	AD&D2		
Asrai					Planescape	Planes of Chaos [Monstrous Supplement]	4	AD&D2		
Assassin Bug					Generic	Fiend Folio	12	AD&D1		
Assassinator of the Gods					Melniboné	Deities and Demigods Cyclopedia	87	AD&D1		
Assimilator (Doomed constructor)					Generic	Tale of the Comet [Book 1: The Cast and Props]	30	AD&D2		
Astaroth					Generic	Best of Dragon, Vol. II	71	AD&D1		
Astaroth					Generic	Dragon #28	40	AD&D1		
Astereater					Spelljammer	Monstrous Compendium Spelljammer Appendix		AD&D2		
Astral Dragon					Generic	Dragon #134	10	AD&D1		
Astral Dragon					Planescape	Guide to the Astral Plane	71	AD&D2		
Astral Dreadnought					Planescape	Planescape Monstrous Compendium Appendix II 	12	AD&D2		
Astral Searcher					Generic	Fiend Folio	13	AD&D1		
Astral Searcher					Planescape	Planescape Campaign Setting [Monstrous Supplement]	4	AD&D2		
Astral Streaker					Planescape	In the Cage: A Guide to Sigil	70	AD&D2		
Astral Streaker					Planescape	In the Cage: A Guide to Sigil	70	AD&D2		
Astral Wolf					Generic	Legends & Lore	168	AD&D2		
Astral Wolf					Lankhmar	Lankhmar: City of Adventure 	146	AD&D2		
Astral Wolf					Lankhmar	Nehwon (LNA2)	91	AD&D2		
Astrapotherium					Generic	Dragon #137	43	AD&D1		
Asuras					Al-Qadim	Monstrous Compendium Al-Qadim Appendix (MC13)		AD&D2		
Asuras					Generic	Dragon #42	10	AD&D1		
Asuras					Planescape	Planes of Conflict [Monstrous Supplement]	4	AD&D2		
Asuras					Planescape	Planes of Conflict [Monstrous Supplement]	5	AD&D2		
Aswang					Generic	Imagine #25	4	AD&D1		
Aswang (ghast)					Generic	Dragon Annual #1	67	AD&D2		
Atar					Generic	Dragon #12	9	D&D?		
Atem					Generic	All that Glitters... (UK6)	30	AD&D1		
Atlas					Generic	Supplement IV: Gods, Demigods, Heroes	16	D&D1		
Atlas (greater titan, "strengh personified")					Generic	Deities and Demigods Cyclopedia	66	AD&D1		
Atlas (greater titan, "strengh personified")					Generic	Legends & Lore	61	AD&D1		
Atomie					Generic	Monster Manual II	11	AD&D1		
Attack butterflies					Generic	Polyhedron #48	24	AD&D1		
Attack butterflies					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack canaries					Generic	Polyhedron #48	25	AD&D1		
Attack canaries					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack cat					Generic	Encyclopedia Magica, Volume IV	1502	AD&D2		
Attack chicken					Generic	Polyhedron #48	24	AD&D1		
Attack chicken					Generic	Encyclopedia Magica, Volume IV	1502	AD&D2		
Attack dog					Generic	Encyclopedia Magica, Volume IV	1502	AD&D2		
Attack doggie					Generic	Polyhedron #48	24	AD&D1		
Attack giant ant					Generic	Polyhedron #48	25	AD&D1		
Attack giant ant					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack grizzly cub					Generic	Polyhedron #48	24	AD&D1		
Attack grizzly cub					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack kitty					Generic	Polyhedron #48	24	AD&D1		
Attack mouse					Generic	Polyhedron #48	25	AD&D1		
Attack mouse					Generic	Encyclopedia Magica, Volume IV	1504	AD&D2		
Attack octopus					Generic	Polyhedron #48	25	AD&D1		
Attack octopus					Generic	Encyclopedia Magica, Volume IV	1504	AD&D2		
Attack rabbit					Generic	Polyhedron #48	25	AD&D1		
Attack rabbit					Generic	Encyclopedia Magica, Volume IV	1504	AD&D2		
Attack rat					Generic	Polyhedron #48	24	AD&D1		
Attack rat					Generic	Encyclopedia Magica, Volume IV	1502	AD&D2		
Attack shark					Generic	Polyhedron #48	24	AD&D1		
Attack shark					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack skunk					Generic	Polyhedron #48	24	AD&D1		
Attack skunk					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack tyrannosaurus rex					Generic	Polyhedron #48	25	AD&D1		
Attack tyrannosaurus rex					Generic	Encyclopedia Magica, Volume IV	1503	AD&D2		
Attack viper					Generic	Polyhedron #48	24	AD&D1		
Attack viper					Generic	Encyclopedia Magica, Volume IV	1502	AD&D2		
Audreeana					Birthright	Book of Magecraft	120	AD&D2		
Aughisky (Water-horse)					Generic	Imagine #17	31	AD&D1		
Aura Energy Monster					Generic	Dragon #34	M12	AD&D1		
Aurumvorax					Generic	Monster Manual II	11	AD&D1		
Aurumvorax					Generic	Monstrous Manual 	10	AD&D2		
Aurumvorax					Generic	Priest's Spell Compendium, Volume One	137	AD&D2		
Autognome					Spelljammer	Monstrous Compendium Spelljammer Appendix II		AD&D2		
Automaton					Generic	Dragon #101	42	AD&D1		
Automaton					Generic	Dungeon #37	57	AD&D2		
Automaton, Bone					Generic	Dragon #101	42	AD&D1		
Automaton, Enhanced Scaladar (Squch)					Generic	Monstrous Compendium Annual Volume Two 	13	AD&D2		
Automaton, Leather					Generic	Dragon #101	42	AD&D1		
Automaton, Metal					Generic	Dragon #101	42	AD&D1		
Automaton, Rope					Generic	Dragon #101	42	AD&D1		
Automaton, Scaladar					Generic	Monstrous Compendium Annual Volume Two 	12	AD&D2		
Automaton, Triobrand's, Ferragam					Generic	Monstrous Compendium Annual Volume Two 	14	AD&D2		
Automaton, Triobrand's, Minor					Generic	Monstrous Compendium Annual Volume Two 	17	AD&D2		
Automaton, Triobrand's, Silversann					Generic	Monstrous Compendium Annual Volume Two 	14	AD&D2		
Automaton, Triobrand's, Thanatar					Generic	Monstrous Compendium Annual Volume Two 	14	AD&D2		
Av					Generic	Dragon #149	23	AD&D1		
Avanc					Ravenloft	Shadow Rift	140	AD&D2		
Avangion					Dark Sun	Dragon Kings 	158	AD&D2		
Avari					Generic	Dragon #101	41	AD&D1		
Avariel (Winged Elf)					Generic	Complete Book of Elves (PHBR8)	116	AD&D2		
Avenging Spirit					Forgotten Realms	Polyhedron #91	18	AD&D2		
Average Knight of Renown					Generic	Deities and Demigods Cyclopedia	17	AD&D1		
Average Knight of Renown					Generic	Legends & Lore	17	AD&D1		
Averx					Generic	Dragon #172	17	AD&D2		
Avian, 'Wari					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Avian, Boobrie					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Avian, Eblis					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Avian, Emre					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Avian, Flightless Bird					Forgotten Realms	Monstrous Compendium Forgotten Realms Appendix (MC11)		AD&D2		
Avian, Kingfisher					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Avian, Skyfisher					Dragonlance	Monstrous Compendium Dragonlance Appendix (MC4)		AD&D2		
Aviarag					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	13	AD&D2		
Awtawmatawn					Generic	Shattered Statue (DQ1)	26	AD&D1		
Axe Beak					Generic	Monster Manual	7	AD&D1		
Az					Generic	Dragon #12	10	D&D?		
Azazel (Greater Devil)					Generic	Dragon #91	20	AD&D1		
Azer					Generic	Monster Manual II	12	AD&D1		
Azer					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Azer					Spelljammer	Practical Planetology (SJR4)	53	AD&D2		
Azer, Amaimon					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Azer, Noble					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Azhi Dahaka					Generic	Dragon #12	10	D&D?		
Azmyth					Generic	Dragon #90	23	AD&D1		
Azoul 					Ravenloft	Terrors from Above	6	AD&D2		
B'rohg					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Ba'atun					Generic	Dark Clouds Gather (UK7) [Pull Out Sheet II]		AD&D1		
Baalphegor (Princess of Hell)					Generic	Dungeon #2	37	AD&D1		
Baalphegor (Princess of Hell)					Generic	Dragon #76	28	AD&D1		
Baatezu - Lemure					Planescape	Planescape Monstrous Compendium Appendix 	25	AD&D2		
Baatezu, Black Abishai					Generic	Monstrous Manual 	11	AD&D2		
Baatezu, Greater - Amnizu					Planescape	Planescape Monstrous Compendium Appendix 	19	AD&D2		
Baatezu, Greater - Cornugon					Planescape	Planescape Monstrous Compendium Appendix 	21	AD&D2		
Baatezu, Greater - Gelugon					Planescape	Planescape Monstrous Compendium Appendix 	23	AD&D2		
Baatezu, Greater - Pit Fiend					Planescape	Planescape Monstrous Compendium Appendix 	28	AD&D2		
Baatezu, Greater -- Amnizu					Forgotten Realms	Hordes of Dragonspear (FRQ2)	29	AD&D2		
Baatezu, Greater -- Cornugon					Forgotten Realms	Hordes of Dragonspear (FRQ2)	30	AD&D2		
Baatezu, Greater -- Pit Fiend					Forgotten Realms	Hordes of Dragonspear (FRQ2)	31	AD&D2		
Baatezu, Greater, Amnizu					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Greater, Cornugon					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Greater, Gelugon					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Greater, Pit Fiend					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Green Abishai					Generic	Monstrous Manual 	11	AD&D2		
Baatezu, Least - Nupperibo					Planescape	Planescape Monstrous Compendium Appendix 	26	AD&D2		
Baatezu, Least - Spinagon					Planescape	Planescape Monstrous Compendium Appendix 	29	AD&D2		
Baatezu, Least, Nupperibo					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Least, Spinagon					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lemure					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser - Abishai, Black					Planescape	Planescape Monstrous Compendium Appendix 	18	AD&D2		
Baatezu, Lesser - Abishai, Green					Planescape	Planescape Monstrous Compendium Appendix 	18	AD&D2		
Baatezu, Lesser - Abishai, Red					Planescape	Planescape Monstrous Compendium Appendix 	18	AD&D2		
Baatezu, Lesser - Barbazu					Planescape	Planescape Monstrous Compendium Appendix 	20	AD&D2		
Baatezu, Lesser - Erinyes					Planescape	Planescape Monstrous Compendium Appendix 	22	AD&D2		
Baatezu, Lesser - Hamatula					Planescape	Planescape Monstrous Compendium Appendix 	24	AD&D2		
Baatezu, Lesser - Kocrachon					Planescape	Planes of Law [Monstrous Supplement]	10	AD&D2		
Baatezu, Lesser - Osyluth					Planescape	Planescape Monstrous Compendium Appendix 	27	AD&D2		
Baatezu, Lesser -- Barbazu					Forgotten Realms	Hordes of Dragonspear (FRQ2)	32	AD&D2		
Baatezu, Lesser, Abishai, Black					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Abishai, Green					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Abishai, Red					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Barbazu					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Erinyes					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Hamatula					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Lesser, Osyluth					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Baatezu, Pit Fiend					Generic	Monstrous Manual 	11	AD&D2		
Baatezu, Red Abishai					Generic	Monstrous Manual 	11	AD&D2		
Baaz					Dragonlance	Dragons of Flame (DL2)	31	AD&D1		
Baaz Draconians					Dragonlance	Dragonlance Classics: Volume II (DLC2)	95	AD&D2		
Baazrag					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	14	AD&D2		
Baazrag					Dark Sun	Dragon #185	19	AD&D2		
Baazrag, Boneclaw					Dark Sun	Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr 	15	AD&D2		
Baba Yaga					Generic	Dragon #83	50	AD&D1		
Baba Yaga					Generic	Dancing Hut of Baba Yaga	61	AD&D2		
Babbler					Generic	Fiend Folio	13	AD&D1		
Baboon					Generic	Monster Manual	8	AD&D1		
Baboon, Wild Baboon					Generic	Monstrous Compendium Volume Two		AD&D2		
Bacar					Forgotten Realms (Maztica)	Endless Armies (FMA2)	31	AD&D2		
Bacchae					Planescape	Planes of Chaos [Monstrous Supplement]	6	AD&D2		
Badger					Generic	Monster Manual	8	AD&D1		
Badger					Generic	Monstrous Compendium Volume Two		AD&D2		
Badger, Giant					Generic	Monstrous Compendium Volume Two		AD&D2		
Bael (Duke of Hell)					Generic	Dragon #75	10	AD&D1		
Baelnorn					Forgotten Realms	Cormanthyr: Empire of Elves	121	AD&D2		
Baelnorn					Forgotten Realms	Ruins of Myth Drannor		AD&D2		
Baelnorn					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Baftis (Princess of Hell)					Generic	Dragon #76	25	AD&D1		
Bahamut					Generic	Dragon #38	42	AD&D1		
Bahtel					Generic	Dragon #149	23	AD&D1		
Bainligor					Generic	Dragon #227	21	AD&D2		
Bainligor					Generic	Monstrous Compendium Annual Volume Four	9	AD&D2		
Bainligor, The Revered					Generic	Dragon #227	22	AD&D2		
Bajang					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Bajang					Forgotten Realms (Oriental Adventures)	Oriental Adventures	116	AD&D1		
Baka					Generic	Dragon #138	29	AD&D1		
Bakali					Dragonlance	Tales of the Lance [World Book of Ansalon]	134	AD&D2		
Bakemono					Forgotten Realms (Oriental Adventures)	Monstrous Compendium Kara-Tur Appendix		AD&D2		
Bakemono					Forgotten Realms (Oriental Adventures)	Oriental Adventures	116	AD&D1		
Bakhna Rakhna					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	14	AD&D2		
Baku					Generic	Dragon #65	25	AD&D1		
Baku					Generic	Monster Manual II	12	AD&D1		
Baku					Generic	Complete Psionics Handbook (PHBR5)	114	AD&D2		
Baku					Planescape	Planescape Monstrous Compendium Appendix 	30	AD&D2		
Balaena					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Balaena					Planescape	Planescape Monstrous Compendium Appendix II 	14	AD&D2		
Balan (Duke of Hell)					Generic	Dragon #75	27	AD&D1		
Baldandar					Mystara	Mystara Monstrous Compendium Appendix 	11	AD&D2		
Balhiir					Forgotten Realms	Hall of Heroes (FR7)	48	AD&D2		
Balhiir					Forgotten Realms	Villains' Lorebook	61	AD&D2		
Balrog					Diablo	Diablo II: The Awakening	51	AD&D2		
Balrog, Guardian					Diablo	Diablo II: The Awakening	51	AD&D2		
Balrog, Slayer					Diablo	Diablo II: The Awakening	51	AD&D2		
Balrog, Vortex Lord					Diablo	Diablo II: The Awakening	51	AD&D2		
Baltir					Generic	Dragon #86	18	AD&D1		
Baluchitherium					Generic	Monster Manual	8	AD&D1		
Banderlog					Generic	Monster Manual II	13	AD&D1		
Banderlog					Generic	Monstrous Compendium Volume Two		AD&D2		
Bane Minion, Black					Forgotten Realms	Pools of Darkness [Adventurer's Journal]	14	AD&D2		
Bane Minion, Blue					Forgotten Realms	Pools of Darkness [Adventurer's Journal]	15	AD&D2		
Bane Minion, Red					Forgotten Realms	Pools of Darkness [Adventurer's Journal]	15	AD&D2		
Banecourser					Generic	Dragon #243	32	AD&D2		
Banedead					Forgotten Realms	Ruins of Zhentil Keep [Monstrous Compendium booklet]	1	AD&D2		
Banedead					Generic	Monstrous Compendium Annual Volume Three	9	AD&D2		
Baneguard					Forgotten Realms	Forgotten Realms Campaign Setting (New Edition) 		AD&D2		
Baneguard					Forgotten Realms	Ruins of Undermountain [Undermountain Adventures]	21	AD&D2		
Baneguard					Forgotten Realms	Shadowdale (FRE1)	44	AD&D2		
Baneguard					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Baneguard					Generic	Priest's Spell Compendium, Volume One	153	AD&D2		
Baneguard, Direguard					Forgotten Realms	Forgotten Realms Campaign Setting (New Edition) 		AD&D2		
Baneguard, Direguard					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Banelar					Forgotten Realms	Dragon #197	35	AD&D2		
Banelar					Generic	Monstrous Compendium Annual Volume One 		AD&D2		
Banelich					Forgotten Realms	Ruins of Zhentil Keep [Monstrous Compendium booklet]	2	AD&D2		
Banelich					Generic	Monstrous Compendium Annual Volume Three	10	AD&D2		
Banshee					Generic	Monstrous Manual 	13	AD&D2		
Banshee, Dwarf					Dark Sun	Monstrous Compendium Dark Sun Appendix: Terrors of the Desert		AD&D2		
Banshegh					Birthright	Blood Enemies: Abominations of Cerilia 	8	AD&D2		
Baobhan Sith					Ravenloft	Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness 	15	AD&D2		
Baobhan Sith (Bavanshee)					Generic	Dragon #126	22	AD&D1		
Baobhan Sith (doppleganger)					Generic	Dragon Annual #1	67	AD&D2		
Baphomet (Demon Lord)					Forgotten Realms	Throne of Bloodstone (H4)	64	AD&D1		
Barbas (Duke of Hell)					Generic	Dragon #76	30	AD&D1		
Barbatos (Duke of Hell)					Generic	Dragon #76	26	AD&D1		
Bargda					Mystara	Mystara Monstrous Compendium Appendix 	12	AD&D2		
Barghest					Generic	Dragon #26	44	AD&D1		
Barghest					Generic	Monster Manual II	13	AD&D1		
Barghest					Planescape	Planescape Campaign Setting [Monstrous Supplement]	6	AD&D2		
Bariaur					Generic	Monstrous Compendium Outer Planes Appendix		AD&D2		
Bariaur					Planescape	Planescape Monstrous Compendium Appendix 	32	AD&D2		
Barkburr					Generic	Monster Manual II	14	AD&D1		
Barkburr					Greyhawk	Beyond the Crystal Cave (UK1)	29	AD&D1		
Barkburr, Direburr					Greyhawk	Beyond the Crystal Cave (UK1)	30	AD&D1		
Barovian Villagers					Ravenloft	Ravenloft (I6)	31	AD&D1		
Barracuda					Generic	Monster Manual	8	AD&D1		
Barracuda					Generic	Monstrous Compendium Volume Two		AD&D2		
Barracuda					Generic	Monstrous Manual 	117	AD&D2		
Barrel spider					Generic	Dragon #67	16	AD&D1		
Barrowe					Generic	Dragon #254	91	AD&D2		
Basidirond					Generic	Dragon #68	5	AD&D1		
Basidirond					Generic	Monster Manual II	15	AD&D1		
Basilisk					Birthright	Blood Enemies: Abominations of Cerilia 	14	AD&D2		
Basilisk					Generic	Monster Manual	8	AD&D1		
Basilisk					Generic	Dungeons & Dragons 3-Volume Set [Monsters & Treasure]	10	D&D1		
Basilisk					Generic	Supplement III: Eldritch Wizardry	28	D&D1		
Basilisk, Dracolisk					Dark Sun	Black Spine [Adventure Book Three]	66	AD&D2		
Basilisk, Dracolisk					Generic	Monstrous Compendium Volume Two		AD&D2		
Basilisk, Dracolisk					Generic	Monstrous Manual 	14	AD&D2		
Basilisk, Greater					Dark Sun	Black Spine [Adventure Book Three]	66	AD&D2		
Basilisk, Greater					Generic	Monster Manual II	15	AD&D1		
Basilisk, Greater					Generic	Monstrous Compendium Volume Two		AD&D2		
Basilisk, Greater					Generic	Monstrous Manual 	14	AD&D2		
Basilisk, Lesser					Dark Sun	Black Spine [Adventure Book Three]	66	AD&D2		
